shot,t_end,t_peak,t_hi,t_lo,ipk,ip_end_frac,t_after_lo,flat_before,quench_duration_s,is_fast,n_bridge,flipped,d_ms,logd,bin,lo_rel_end
13493,0.3526,0.2764,0.2774,0.28059999999999996,1055720.625,0.0029314312779836994,0.07200000000000006,0.0010000000000000009,0.0031999999999999,True,3,True,3.1999999999999,0.5051499783198924,"(11000, 14000]",72.00000000000006
13516,0.4750000000000001,0.39960000000000007,0.40060000000000007,0.40280000000000005,1009291.75,0.0032473356026175037,0.07220000000000004,0.0010000000000000009,0.0021999999999999,True,2,True,2.1999999999999,0.34242268082218646,"(11000, 14000]",72.20000000000005
13536,0.4398000000000001,0.36419999999999997,0.36519999999999997,0.36760000000000004,871013.6875,0.0044141879403409206,0.07220000000000004,0.0010000000000000009,0.0023999999999999,True,6,True,2.3999999999999,0.38021124171158793,"(11000, 14000]",72.20000000000005
13559,0.20820000000000002,0.136,0.1366,0.1376,617202.3125,-0.014905102720572681,0.07060000000000002,0.0005999999999999894,0.001,True,1,True,1.0,0.0,"(11000, 14000]",70.60000000000002
13585,0.3194,0.24400000000000002,0.24500000000000002,0.2478,966114.0625,0.0029562952440754116,0.07160000000000002,0.0010000000000000009,0.0028,True,1,True,2.8,0.4471580313422192,"(11000, 14000]",71.60000000000002
13625,0.4608000000000001,0.38639999999999997,0.3872,0.38960000000000006,799978.4375,-0.003797464414079911,0.07120000000000004,0.0008000000000000229,0.0023999999999999,True,1,True,2.3999999999999,0.38021124171158793,"(11000, 14000]",71.20000000000005
13654,0.41000000000000003,0.33520000000000005,0.33599999999999997,0.3386,946148.5,-0.0010974856477752304,0.07140000000000002,0.0007999999999999119,0.0025999999999998,True,3,True,2.5999999999998,0.4149733479707845,"(11000, 14000]",71.40000000000002
13680,0.25739999999999996,0.18240000000000003,0.1838,0.1852,824000.375,0.001674372679527376,0.07219999999999996,0.0013999999999999568,0.0014,True,2,True,1.4,0.146128035678238,"(11000, 14000]",72.19999999999996
13705,0.4346000000000001,0.1676,0.34120000000000006,0.3618,764454.4375,0.007375389738727888,0.07280000000000009,0.17360000000000006,0.0205999999999991,False,3,False,20.599999999999103,1.3138672203691344,"(11000, 14000]",72.80000000000008
13728,0.40180000000000005,0.3246,0.3268,0.3298,976019.125,0.004779073653045733,0.07200000000000006,0.0021999999999999797,0.0029999999999999,True,0,False,2.9999999999999,0.47712125471964795,"(11000, 14000]",72.00000000000006
13750,0.5146000000000001,0.4378000000000001,0.4398000000000001,0.4424,970951.5,0.007302737576394135,0.07220000000000004,0.0020000000000000018,0.0025999999999998,True,4,False,2.5999999999998,0.4149733479707845,"(11000, 14000]",72.20000000000005
13778,0.4650000000000001,0.259,0.383,0.39360000000000006,765020.125,0.006071177217600975,0.07140000000000002,0.124,0.0105999999999995,True,3,False,10.5999999999995,1.0253058652647498,"(11000, 14000]",71.40000000000002
13800,0.44700000000000006,0.37160000000000004,0.37240000000000006,0.3752,973491.625,0.001294738277915013,0.07180000000000009,0.0008000000000000229,0.0027999999999998,True,0,False,2.7999999999998,0.4471580313421882,"(11000, 14000]",71.80000000000008
13824,0.383,0.3066,0.3076,0.31079999999999997,1078817.25,0.0047676742458002035,0.07220000000000004,0.0010000000000000009,0.0031999999999999,True,2,False,3.1999999999999,0.5051499783198924,"(11000, 14000]",72.20000000000005
13860,0.3146,0.23879999999999998,0.24000000000000002,0.2428,979643.8125,0.0028916934437778117,0.0718,0.0012000000000000344,0.0028,True,2,False,2.8,0.4471580313422192,"(11000, 14000]",71.8
13890,0.4346000000000001,0.1534,0.3388,0.363,776793.5625,6.18042209137928e-05,0.07160000000000011,0.18539999999999998,0.024199999999999,False,3,False,24.199999999999,1.3838153659804133,"(11000, 14000]",71.60000000000011
13944,0.3536,0.277,0.27880000000000005,0.2814,1070025.0,0.0023074364135767856,0.07220000000000004,0.0018000000000000238,0.0025999999999999,True,1,False,2.5999999999999,0.41497334797080127,"(11000, 14000]",72.20000000000005
13975,0.4344,0.359,0.3598,0.36260000000000003,867283.5,0.005482157186959339,0.07179999999999997,0.0008000000000000229,0.0027999999999998,True,3,False,2.7999999999998,0.4471580313421882,"(11000, 14000]",71.79999999999997
14000,0.4504,0.3752,0.37640000000000007,0.3782,843496.125,0.0015929070947588082,0.07220000000000004,0.0012000000000000899,0.0017999999999999,True,1,False,1.7999999999999,0.2552725051032819,"(11000, 14000]",72.20000000000005
14026,0.2774,0.20060000000000003,0.20320000000000002,0.20560000000000003,1012992.6875,0.0011794817585831536,0.07179999999999995,0.002599999999999991,0.0024,True,3,False,2.4,0.38021124171160603,"(14000, 17000]",71.79999999999994
14048,0.4922000000000001,0.3042,0.4062,0.4202,835720.125,0.0076546242501414575,0.07200000000000006,0.10199999999999998,0.0139999999999994,True,1,False,13.9999999999994,1.1461280356782193,"(14000, 17000]",72.00000000000006
14164,0.48040000000000005,0.10980000000000001,0.35320000000000007,0.41700000000000004,633167.4375,0.004534240359777464,0.06340000000000001,0.24340000000000006,0.0637999999999974,False,2,False,63.799999999997404,1.8048206787211447,"(14000, 17000]",63.40000000000001
14192,0.4640000000000001,0.24540000000000003,0.376,0.3922,764912.625,0.004253658705258983,0.07180000000000009,0.13059999999999997,0.0161999999999993,False,5,False,16.1999999999993,1.2095150145426121,"(14000, 17000]",71.80000000000008
14218,0.36940000000000006,0.29400000000000004,0.2952,0.2974,816428.375,0.0026364300466995955,0.07200000000000006,0.0011999999999999789,0.0021999999999999,True,2,False,2.1999999999999,0.34242268082218646,"(14000, 17000]",72.00000000000006
14241,0.4446,0.3678,0.3698,0.37240000000000006,1225766.875,0.002626355887475035,0.07219999999999993,0.0020000000000000018,0.0025999999999998,True,4,False,2.5999999999998,0.4149733479707845,"(14000, 17000]",72.19999999999993
