shot,valid,reason,flipped,dt,n,ipmax,quench_duration_s,is_fast,n_bridge
21004,True,,False,0.0001999999999999988,2459,884572.125,0.007999999999999952,True,14
21050,True,,False,0.00019999999999999185,2554,826023.1875,0.0007999999999999674,True,1
21087,True,,False,0.00019999999999999185,2721,762488.1875,0.015599999999999364,False,2
21268,True,,False,0.00019999999999999185,2854,632705.125,0.04639999999999811,False,1
21291,True,,False,0.00019999999999997797,3829,421386.125,0.024199999999997335,False,0
21316,True,,False,0.00019999999999999185,2717,859610.1875,0.09139999999999628,False,4
21340,True,,False,0.00019999999999999185,2555,878753.0625,0.0029999999999998778,True,6
21412,True,,False,0.00019999999999997797,3783,425018.71875,0.016999999999998128,False,1
21437,True,,False,0.00019999999999999185,2915,812385.0,0.002799999999999886,True,1
21467,True,,False,0.00020000000000000226,2199,785439.25,0.0026000000000000294,True,1
21491,True,,False,0.0001999999999999988,2302,1068607.625,0.0007999999999999952,True,4
21518,True,,False,0.00019999999999999185,2675,918956.125,0.0031999999999998696,True,0
21549,True,,False,0.00019999999999999185,3182,870479.9375,0.13119999999999465,False,0
21569,True,,False,0.00019999999999999185,3010,833525.125,0.002599999999999894,True,0
21593,True,,False,0.00019999999999997797,3672,757710.375,0.13059999999998562,False,2
21638,True,,False,0.00019999999999999185,2922,644679.375,0.0441999999999982,False,0
21670,True,,False,0.00019999999999999185,2676,931911.5,0.0019999999999999185,True,0
21700,True,,False,0.00019999999999997797,3746,422547.40625,0.07319999999999194,False,0
21725,True,,False,0.0001999999999999988,2336,818125.5,0.0031999999999999806,True,4
21754,True,,False,0.00019999999999999185,2593,893021.625,0.0029999999999998778,True,3
21781,True,,False,0.00019999999999999185,2600,906318.9375,0.0029999999999998778,True,1
21803,True,,False,0.00019999999999997797,4044,635206.25,0.10199999999998877,False,6
21829,True,,False,0.0001999999999999988,2515,747069.1875,0.0023999999999999855,True,6
21856,True,,False,0.00019999999999997797,3793,419715.65625,0.07319999999999194,False,4
21879,True,,False,0.00019999999999997797,3247,684035.0,0.0807999999999911,False,0
21904,True,,False,0.0001999999999999988,2485,896470.3125,0.002799999999999983,True,9
21926,True,,False,0.00019999999999997797,3527,638704.6875,0.049799999999994515,False,2
21951,True,,False,0.0001999999999999988,2482,898239.4375,0.002999999999999982,True,0
21974,True,,False,0.00019999999999999185,3143,826697.5625,0.002599999999999894,True,0
21998,True,,False,0.0001999999999999988,2303,927399.875,0.000999999999999994,True,2
22024,True,,False,0.00019999999999997797,3707,644615.625,0.06959999999999233,False,0
22046,True,,False,0.00019999999999999185,3021,846881.75,0.05859999999999761,False,0
22071,True,,False,0.0001999999999999988,2513,984294.625,0.002999999999999982,True,1
22098,True,,False,0.00019999999999999185,3198,627176.75,0.10239999999999583,False,1
22123,True,,False,0.00019999999999999185,2676,960510.5,0.002399999999999902,True,2
22146,True,,False,0.00019999999999999185,3036,636190.875,0.06839999999999721,False,3
22172,True,,False,0.00019999999999997797,4102,432966.40625,0.015399999999998304,False,2
22197,True,,False,0.00019999999999997797,4103,430203.8125,0.017999999999998018,False,1
22226,True,,False,0.0001999999999999988,2480,994496.125,0.0033999999999999794,True,5
22248,True,,False,0.00019999999999999185,3008,893836.3125,0.0031999999999998696,True,5
22272,True,,False,0.00019999999999997797,3493,635379.5625,0.03839999999999577,False,1
22296,True,,False,0.0001999999999999988,2541,1071533.875,0.0033999999999999794,True,0
22321,True,,False,0.00019999999999999185,3105,631586.5625,0.08219999999999665,False,3
22351,True,,False,0.0001999999999999988,2248,813933.0,0.0033999999999999794,True,1
22408,True,,True,0.00019999999999997797,3322,835611.9375,0.05399999999999405,False,1
22433,True,,True,0.0001999999999999988,2412,866649.75,0.0031999999999999806,True,0
22459,True,,True,0.00019999999999997797,3933,428187.59375,0.040999999999995485,False,0
22484,True,,True,0.00019999999999997797,3728,429563.875,0.029399999999996762,False,4
22507,True,,True,0.00019999999999999185,3082,847490.875,0.12659999999999483,False,2
22530,True,,True,0.0001999999999999988,2448,938972.5625,0.000999999999999994,True,2
22554,True,,True,0.00019999999999997797,3250,831603.125,0.045399999999995,False,2
22576,True,,True,0.00019999999999999185,3003,824847.4375,0.0019999999999999185,True,1
22598,True,,True,0.00020000000000000573,2094,1040787.25,0.0024000000000000687,True,12
22620,True,,True,0.00020000000000000573,2104,1008765.5,0.0024000000000000687,True,8
22642,True,,False,0.00020000000000000573,1616,890968.3125,0.002200000000000063,True,5
22667,True,,False,0.00020000000000000573,1672,764460.9375,0.002200000000000063,True,4
22696,True,,False,0.00019999999999999185,2816,813170.5625,0.002399999999999902,True,2
22722,True,,False,0.00019999999999999185,2594,764087.9375,0.01819999999999926,False,0
22742,True,,False,0.00019999999999997797,3620,629247.4375,0.05499999999999394,False,3
22765,True,,False,0.00020000000000000573,1914,792006.125,0.0024000000000000687,True,0
22787,True,,False,0.00019999999999999185,2602,1018141.875,0.002399999999999902,True,1
22807,True,,False,0.00019999999999999185,2834,1097957.125,0.0029999999999998778,True,0
22830,True,,False,0.0001999999999999988,2378,767946.6875,0.0007999999999999952,True,2
