time,signal
0.0,-2.49856
4e-06,2.49734
8e-06,-0.00122
1.2e-05,0.0
1.6e-05,0.0
2e-05,0.0
2.4e-05,0.0
2.8e-05,0.0
3.2e-05,0.0
3.6e-05,0.0
4e-05,0.0
4.4e-05,0.0
4.8e-05,-0.00122
5.2e-05,-0.00122
5.6e-05,0.0
6e-05,-0.00122
6.4e-05,0.0
6.8e-05,0.0
7.2e-05,0.0
7.6e-05,0.0
8e-05,-0.00122
8.4e-05,-0.00122
8.8e-05,0.0
9.2e-05,-0.00122
9.6e-05,0.0
0.0001,0.0
0.000104,-0.00122
0.000108,-0.00122
0.000112,0.0
0.000116,-0.00122
0.00012,-0.00122
0.000124,-0.00122
0.000128,-0.00122
0.000132,-0.00122
0.000136,-0.00122
0.00014,0.0
0.000144,0.0
0.000148,-0.00122
0.000152,0.0
0.000156,-0.00122
0.00016,-0.00366
0.000164,-0.24766
0.000168,0.01098
0.000172,0.00976
0.000176,-0.00122
0.00018,-0.00122
0.000184,-0.00122
0.000188,-0.00122
0.000192,-0.00122
0.000196,0.0
0.0002,-0.00244
0.000204,-0.00122
0.000208,0.0
0.000212,-0.00122
0.000216,-0.00122
0.00022,-0.00122
0.000224,-0.00122
0.000228,-0.00122
0.000232,-0.00122
0.000236,-0.00122
0.00024,-0.00122
0.000244,-0.00122
0.000248,-0.00122
0.000252,-0.00244
0.000256,-0.00122
0.00026,-0.00122
0.000264,-0.00122
0.000268,-0.00122
0.000272,-0.00122
0.000276,-0.00122
0.00028,-0.00122
0.000284,-0.00122
0.000288,-0.00122
0.000292,-0.00244
0.000296,-0.00122
0.0003,-0.00122
0.000304,-0.00122
0.000308,-0.00122
0.000312,-0.00244
0.000316,-0.00122
0.00032,-0.00122
0.000324,-0.00122
0.000328,-0.00244
0.000332,-0.00244
0.000336,-0.00122
0.00034,-0.00122
0.000344,-0.00122
0.000348,-0.00122
0.000352,-0.00122
0.000356,-0.00122
0.00036,-0.00122
0.000364,-0.00122
0.000368,-0.00122
0.000372,-0.00122
0.000376,-0.00122
0.00038,-0.00244
0.000384,-0.00244
0.000388,-0.00122
0.000392,-0.00122
0.000396,-0.00244
0.0004,-0.00122
0.000404,-0.00122
0.000408,-0.00122
0.000412,-0.00122
0.000416,-0.00122
0.00042,-0.00122
0.000424,-0.00244
0.000428,-0.00244
0.000432,-0.00244
0.000436,-0.00122
0.00044,-0.00122
0.000444,-0.00122
0.000448,-0.00244
0.000452,-0.00122
0.000456,-0.00122
0.00046,-0.00122
0.000464,-0.00122
0.000468,-0.00122
0.000472,-0.00122
0.000476,-0.00122
0.00048,-0.00122
0.000484,-0.00122
0.000488,-0.00122
0.000492,-0.00122
0.000496,-0.00122
0.0005,-0.00122
0.000504,-0.00244
0.000508,-0.00122
0.000512,-0.00122
0.000516,-0.00122
0.00052,-0.00122
0.000524,-0.00122
0.000528,-0.00244
0.000532,-0.00122
0.000536,-0.00122
0.00054,-0.00122
0.000544,-0.00122
0.000548,-0.00122
0.000552,-0.00122
0.000556,-0.00122
0.00056,-0.00122
0.000564,-0.00122
0.000568,-0.00122
0.000572,-0.00122
0.000576,-0.00122
0.00058,-0.00122
0.000584,-0.00122
0.000588,-0.00122
0.000592,-0.00122
0.000596,-0.00122
0.0006,-0.00122
0.000604,-0.00122
0.000608,-0.00122
0.000612,-0.00122
0.000616,-0.00122
0.00062,-0.00122
0.000624,-0.00244
0.000628,-0.00122
0.000632,-0.00122
0.000636,-0.00122
0.00064,-0.00122
0.000644,-0.00122
0.000648,-0.00122
0.000652,-0.00122
0.000656,-0.00122
0.00066,-0.00122
0.000664,-0.00122
0.000668,-0.00122
0.000672,-0.00122
0.000676,-0.00122
0.00068,-0.00122
0.000684,-0.00122
