time,signal
0.000000,-2.4985599517822266
0.000002,2.4973399518057704
0.000004,-0.013419999741017818
0.000006,-0.008539999835193157
0.000008,-0.008539999835193157
0.000010,0.007319999858736992
0.000012,-0.007319999858736992
0.000014,-0.008539999835193157
0.000016,-0.008539999835193157
0.000018,-0.008539999835193157
0.000020,-0.007319999858736992
0.000022,-0.008539999835193157
0.000024,-0.008539999835193157
0.000026,-0.008539999835193157
0.000028,-0.008539999835193157
0.000030,-0.012199999764561653
0.000032,-0.008539999835193157
0.000034,-0.008539999835193157
0.000036,-0.008539999835193157
0.000038,-0.007319999858736992
0.000040,-0.008539999835193157
0.000042,-0.008539999835193157
0.000044,-0.008539999835193157
0.000046,-0.008539999835193157
0.000048,-0.008539999835193157
0.000050,-0.008539999835193157
0.000052,-0.008539999835193157
0.000054,-0.008539999835193157
0.000056,0.007319999858736992
0.000058,-0.008539999835193157
0.000060,-0.008539999835193157
0.000062,-0.008539999835193157
0.000064,-0.008539999835193157
0.000066,-0.008539999835193157
0.000068,-0.007319999858736992
0.000070,-0.008539999835193157
0.000072,-0.008539999835193157
0.000074,-0.004879999905824661
0.000076,-0.008539999835193157
0.000078,-0.008539999835193157
0.000080,-0.008539999835193157
0.000082,-0.008539999835193157
0.000084,-0.007319999858736992
0.000086,-0.008539999835193157
0.000088,-0.008539999835193157
0.000090,-0.008539999835193157
0.000092,-0.008539999835193157
0.000094,-0.010979999788105488
0.000096,-0.008539999835193157
0.000098,-0.009759999811649323
0.000100,-0.008539999835193157
0.000102,-0.007319999858736992
0.000104,-0.008539999835193157
0.000106,-0.008539999835193157
0.000108,-0.008539999835193157
0.000110,-0.008539999835193157
0.000112,-0.008539999835193157
0.000114,-0.008539999835193157
0.000116,-0.008539999835193157
0.000118,-0.008539999835193157
0.000120,-0.006099999882280827
0.000122,-0.008539999835193157
0.000124,-0.008539999835193157
0.000126,-0.008539999835193157
0.000128,-0.008539999835193157
0.000130,-0.008539999835193157
0.000132,-0.007319999858736992
0.000134,-0.008539999835193157
0.000136,-0.008539999835193157
0.000138,-0.009759999811649323
0.000140,-0.007319999858736992
0.000142,-0.008539999835193157
0.000144,-0.008539999835193157
0.000146,-0.008539999835193157
0.000148,-0.007319999858736992
0.000150,-0.008539999835193157
0.000152,-0.008539999835193157
0.000154,-0.008539999835193157
0.000156,-0.008539999835193157
0.000158,-0.010979999788105488
0.000160,-0.008539999835193157
0.000162,-0.008539999835193157
0.000164,-0.008539999835193157
0.000166,-0.006099999882280827
0.000168,-0.012199999764561653
0.000170,-0.008539999835193157
0.000172,-0.008539999835193157
0.000174,-0.008539999835193157
0.000176,-0.010979999788105488
0.000178,-0.009759999811649323
0.000180,-0.008539999835193157
0.000182,-0.008539999835193157
0.000184,-0.007319999858736992
0.000186,-0.008539999835193157
0.000188,-0.008539999835193157
0.000190,-0.008539999835193157
0.000192,-0.008539999835193157
0.000194,-0.008539999835193157
0.000196,-0.008539999835193157
0.000198,-0.008539999835193157
0.000200,-0.008539999835193157
0.000202,-0.013419999741017818
0.000204,-0.007319999858736992
0.000206,-0.008539999835193157
0.000208,-0.008539999835193157
0.000210,-0.008539999835193157
0.000212,-0.007319999858736992
0.000214,-0.009759999811649323
0.000216,-0.008539999835193157
0.000218,-0.008539999835193157
0.000220,-0.008539999835193157
0.000222,-0.010979999788105488
0.000224,-0.008539999835193157
0.000226,-0.008539999835193157
0.000228,-0.008539999835193157
0.000230,-0.007319999858736992
0.000232,-0.010979999788105488
0.000234,-0.008539999835193157
0.000236,-0.008539999835193157
0.000238,-0.008539999835193157
0.000240,-0.009759999811649323
0.000242,-0.008539999835193157
0.000244,-0.008539999835193157
0.000246,-0.008539999835193157
0.000248,-0.009759999811649323
0.000250,-0.008539999835193157
0.000252,-0.008539999835193157
0.000254,-0.008539999835193157
0.000256,-0.008539999835193157
0.000258,-0.008539999835193157
0.000260,-0.008539999835193157
0.000262,-0.008539999835193157
0.000264,-0.008539999835193157
0.000266,-0.01585999969393015
0.000268,-0.007319999858736992
0.000270,-0.008539999835193157
0.000272,-0.008539999835193157
0.000274,-0.008539999835193157
0.000276,-0.008539999835193157
0.000278,-0.009759999811649323
0.000280,-0.008539999835193157
0.000282,-0.008539999835193157
0.000284,-0.008539999835193157
0.000286,-0.010979999788105488
0.000288,-0.008539999835193157
0.000290,-0.009759999811649323
0.000292,-0.008539999835193157
0.000294,-0.008539999835193157
0.000296,-0.010979999788105488
0.000298,-0.008539999835193157
