time,signal
0.0,-32.972801208496094
4e-06,32.95670120790601
8e-06,-0.04830000177025795
1.2e-05,-0.016100000590085983
1.6e-05,-0.04830000177025795
2e-05,-0.04830000177025795
2.4e-05,-0.03220000118017197
2.8e-05,-0.016100000590085983
3.2e-05,-0.04830000177025795
3.6e-05,-0.03220000118017197
4e-05,-0.03220000118017197
4.4e-05,-0.016100000590085983
4.8e-05,-0.016100000590085983
5.2e-05,-0.06440000236034393
5.6e-05,-0.04830000177025795
6e-05,-0.03220000118017197
6.4e-05,-0.04830000177025795
6.8e-05,-0.06440000236034393
7.2e-05,-0.03220000118017197
7.6e-05,-0.03220000118017197
8e-05,-0.04830000177025795
8.4e-05,-0.03220000118017197
8.8e-05,-0.03220000118017197
9.2e-05,-0.016100000590085983
9.6e-05,-0.08050000295042992
0.0001,-0.03220000118017197
0.000104,-0.06440000236034393
0.000108,-0.016100000590085983
0.000112,-0.03220000118017197
0.000116,-0.04830000177025795
0.00012,-0.04830000177025795
0.000124,-0.04830000177025795
0.000128,-0.03220000118017197
0.000132,-0.03220000118017197
0.000136,-0.03220000118017197
0.00014,-0.03220000118017197
0.000144,-0.03220000118017197
0.000148,0.24150000885128975
0.000152,-15.327200561761856
0.000156,-14.23240052163601
0.00016,-26.806500982493162
0.000164,-7.953400291502476
0.000168,-11.173400409519672
0.000172,-24.150000885128975
0.000176,-15.439900565892458
0.00018,-16.1966005936265
0.000184,-10.175200372934341
0.000188,-18.949700694531202
0.000192,-23.280600853264332
0.000196,-9.756600357592106
0.0002,-15.246700558811426
0.000204,-17.017700623720884
0.000208,-19.980100732296705
0.000212,-16.35760059952736
0.000216,-9.692200355231762
0.00022,-19.738600723445415
0.000224,-18.96580069512129
0.000228,-14.82810054346919
0.000232,-14.055300515145063
0.000236,-14.74760054051876
0.00024,-21.235900778323412
0.000244,-15.214500557631254
0.000248,-12.70290046557784
0.000252,-17.227000631392002
0.000256,-17.71000064909458
0.00026,-17.661700647324324
0.000264,-12.896100472658873
0.000268,-15.262800559401512
0.000272,-19.56150071695447
0.000276,-15.745800577104092
0.00028,-14.715400539338589
0.000284,-14.924700547009706
0.000288,-17.903200656175613
0.000292,-17.83880065381527
0.000296,-13.459600493311882
0.0003,-15.665300574153662
0.000304,-17.532900642603636
0.000308,-16.985500622540712
0.000312,-15.262800559401512
0.000316,-14.31290052458644
0.00032,-17.75830065086484
0.000324,-17.210900630801916
0.000328,-14.860300544649363
0.000332,-15.343300562351942
0.000336,-16.486400604248047
0.00034,-17.613400645554066
0.000344,-15.359400562942028
0.000348,-14.683200538158417
0.000352,-16.985500622540712
0.000356,-16.888900619000196
0.00036,-15.922900583595037
0.000364,-15.005200549960136
0.000368,-16.244900595396757
0.000372,-17.452400639653206
0.000376,-15.71360057592392
0.00038,-15.246700558811426
0.000384,-16.1966005936265
0.000388,-16.87280061841011
0.000392,-16.325400598347187
0.000396,-15.037400551140308
0.0004,-16.100000590085983
0.000404,-16.937200620770454
0.000408,-16.100000590085983
0.000412,-15.520400568842888
0.000416,-15.745800577104092
0.00042,-16.808400616049767
0.000424,-16.422000601887703
0.000428,-15.375500563532114
0.000432,-15.971200585365295
0.000436,-16.534700606018305
0.00044,-16.422000601887703
0.000444,-15.681400574743748
0.000448,-15.665300574153662
0.000452,-16.615200608968735
0.000456,-16.35760059952736
0.00046,-15.729700576514006
0.000464,-15.778000578284264
0.000468,-16.341500598937273
